rank,name,mint_price,psa10_price,diff,url
93,リザードンEX [276/XY-P],660000,1150000,490000,https://pokeca-chart.com/276-xy-p
14,ゲンガー&ミミッキュGX [SM9 103/095],225000,585000,360000,https://pokeca-chart.com/sm9-103-095
3,Pikachu with Grey Felt Hat [SVP EN 085],199999,509500,309501,https://pokeca-chart.com/svp-en-085
5,サーナイトEX [CP3 019/032],40000,185266,145266,https://pokeca-chart.com/cp3-019-032
17,レッドのピカチュウ [270/SM-P],45000,187714,142714,https://pokeca-chart.com/270-sm-p
18,メガルカリオex [M1L 092/063],63000,160000,97000,https://pokeca-chart.com/m1l-092-063
84,ブルーの探索 [SM12a 196/173],45999,132000,86001,https://pokeca-chart.com/sm12a-196-173
71,メガカイリューex [M2a 250/193],49999,133800,83801,https://pokeca-chart.com/m2a-250-193
16,ピカチュウ [SV4a 236/190],7500,76672,69172,https://pokeca-chart.com/sv4a-236-190
56,メガジガルデex [M3 117/080],35000,95000,60000,https://pokeca-chart.com/m3-117-080
30,ニンフィアGX [SM8b 238/150],29500,85000,55500,https://pokeca-chart.com/sm8b-238-150
67,バンギラスV [S5I 077/070],28000,81100,53100,https://pokeca-chart.com/s5i-077-070
10,リザードンex [SV3 134/108],44999,96500,51501,https://pokeca-chart.com/sv3-134-108
21,ヒロシマのピカチュウ [261/SV-P],32000,83452,51452,https://pokeca-chart.com/261-sv-p
38,ピカチュウex [WCS23 001/030],70000,120000,50000,https://pokeca-chart.com/wcs23-001-030
66,ピカチュウex [M2a 234/193],64350,110808,46458,https://pokeca-chart.com/m2a-234-193
86,エーフィGX [SM8b 220/150],17500,60500,43000,https://pokeca-chart.com/sm8b-220-150
51,ミュウツーV [s10b 074/071],13166,55000,41834,https://pokeca-chart.com/s10b-074-071
83,ナンジャモ [SV2D 096/071],49999,87963,37964,https://pokeca-chart.com/sv2d-096-071
35,ミュウex [SV2a 208/165],13000,49200,36200,https://pokeca-chart.com/sv2a-208-165
72,エーフィV [S6a 081/069],18888,50750,31862,https://pokeca-chart.com/s6a-081-069
76,イーブイ [MC 755/742],63265,95000,31735,https://pokeca-chart.com/mc-755-742
9,リザードンex [SV3 139/108],12400,43000,30600,https://pokeca-chart.com/sv3-139-108
24,ピッピ [381/S-P],60000,90000,30000,https://pokeca-chart.com/381-s-p
69,メイのはげまし [M3 107/080],2658,30000,27342,https://pokeca-chart.com/m3-107-080
60,ブラッキー(マスターボールミラー) [sv8a 092/187],16185,42827,26642,https://pokeca-chart.com/sv8a-092-187
2,ルカリオVSTAR [S12a 226/172],5022,31632,26610,https://pokeca-chart.com/s12a-226-172
11,ゼラオラV [S6K 074/070],11438,38000,26562,https://pokeca-chart.com/s6k-074-070
37,メガリザードンXex [M2a 223/193],8900,35033,26133,https://pokeca-chart.com/m2a-223-193
53,ラティアス [SV7a 087/064],22222,47700,25478,https://pokeca-chart.com/sv7a-087-064
98,ヒビキのホウオウex [sv9a 090/063],3800,28000,24200,https://pokeca-chart.com/sv9a-090-063
87,ピカチュウ [S10a 073/071],6412,30082,23670,https://pokeca-chart.com/s10a-073-071
6,ゼクロムex [sv11B 169/086],24500,46825,22325,https://pokeca-chart.com/sv11b-169-086
32,エリカの招待 [SV2a 206/165],11000,32666,21666,https://pokeca-chart.com/sv2a-206-165
4,メガルカリオex [M1L 088/063],10906,31900,20994,https://pokeca-chart.com/m1l-088-063
39,ベルのまごころ [SV5M 097/071],6666,27000,20334,https://pokeca-chart.com/sv5m-097-071
27,ひかるコイキング [S8a-P 010/025],25555,45482,19927,https://pokeca-chart.com/s8a-p-010-025
26,パラソルおねえさん [sv3a 089/062],7500,27000,19500,https://pokeca-chart.com/sv3a-089-062
55,ブースターV [S6a 073/069],17900,37000,19100,https://pokeca-chart.com/s6a-073-069
65,ミュウツー [SV2a 183/165],4550,22742,18192,https://pokeca-chart.com/sv2a-183-165
79,ミュウツーVSTAR [s10b 091/071],7518,25000,17482,https://pokeca-chart.com/s10b-091-071
54,サーナイトex [SV1S 101/078],22625,39999,17374,https://pokeca-chart.com/sv1s-101-078
63,エーフィ [066/SV-P],9588,26666,17078,https://pokeca-chart.com/066-sv-p
99,ニンフィア [070/SV-P],9344,26355,17011,https://pokeca-chart.com/070-sv-p
77,フーディンex [SV2a 203/165],8000,25000,17000,https://pokeca-chart.com/sv2a-203-165
8,ヒビキのホウオウex [sv9a 086/063],31250,47000,15750,https://pokeca-chart.com/sv9a-086-063
45,ナンジャモのハラバリーex [M2a 236/193],5826,21500,15674,https://pokeca-chart.com/m2a-236-193
52,サンダース [064/SV-P],9988,25008,15020,https://pokeca-chart.com/064-sv-p
36,ロケット団のサカキ [sv10 129/098],2800,17777,14977,https://pokeca-chart.com/sv10-129-098
68,ブースター [065/SV-P],9300,24000,14700,https://pokeca-chart.com/065-sv-p
88,ニンフィアex [sv8a 212/187],20500,35000,14500,https://pokeca-chart.com/sv8a-212-187
29,ミライドンex [SV1V 102/078],5188,19600,14412,https://pokeca-chart.com/sv1v-102-078
80,オリジンパルキアVSTAR [S12a 259/172],9266,22978,13712,https://pokeca-chart.com/s12a-259-172
43,スイレンのお世話 [SV5a 093/066],4222,17500,13278,https://pokeca-chart.com/sv5a-093-066
74,ダイゴのメタグロスex [M2a 245/193],3868,16977,13109,https://pokeca-chart.com/m2a-245-193
46,カナリィ [M2a 219/193],1900,15000,13100,https://pokeca-chart.com/m2a-219-193
91,リーフィアVSTAR [S12a 210/172],5000,18000,13000,https://pokeca-chart.com/s12a-210-172
59,カリンの信念 [S5a 081/070],2140,14522,12382,https://pokeca-chart.com/s5a-081-070
33,ゼラオラVMAX [S12a 219/172],2650,14850,12200,https://pokeca-chart.com/s12a-219-172
22,かがやくカメックス [s10b 018/071],1174,13300,12126,https://pokeca-chart.com/s10b-018-071
40,ブースターex [sv8a 202/187],8000,19411,11411,https://pokeca-chart.com/sv8a-202-187
95,アセロラの予感 [S8b 255/184],5999,17000,11001,https://pokeca-chart.com/s8b-255-184
23,グレイシアex  [sv8a 206/187],9012,19950,10938,https://pokeca-chart.com/sv8a-206-187
31,イーブイex [sv8a 223/187],5534,16288,10754,https://pokeca-chart.com/sv8a-223-187
25,リーフィアex [sv8a 200/187],8860,19475,10615,https://pokeca-chart.com/sv8a-200-187
64,シャワーズex [sv8a 205/187],7999,18250,10251,https://pokeca-chart.com/sv8a-205-187
82,メガディアンシーex [M2a 238/193],2206,12000,9794,https://pokeca-chart.com/m2a-238-193
90,ブースター(マスターボールミラー) [sv8a 021/187],2500,12245,9745,https://pokeca-chart.com/sv8a-021-187
100,スイクンV [S12a 215/172],4346,14000,9654,https://pokeca-chart.com/s12a-215-172
78,ライコウV [S12a 218/172],3352,13000,9648,https://pokeca-chart.com/s12a-218-172
13,メロエッタex [sv11B 170/086],3051,12500,9449,https://pokeca-chart.com/sv11b-170-086
85,カミツレのきらめき [s8 113/100],1900,11200,9300,https://pokeca-chart.com/s8-113-100
12,デオキシスVMAX [S12a 222/172],2222,11000,8778,https://pokeca-chart.com/s12a-222-172
41,ベルのまごころ [SV5M 092/071],1180,9500,8320,https://pokeca-chart.com/sv5m-092-071
34,おじょうさま [s11 114/100],1774,10000,8226,https://pokeca-chart.com/s11-114-100
92,アローラナッシーex [SV7a 089/064],2444,10500,8056,https://pokeca-chart.com/sv7a-089-064
57,メガガルーラex [M1S 089/063],3777,11722,7945,https://pokeca-chart.com/m1s-089-063
49,ナナミの手助け [SV2a 198/165],750,8400,7650,https://pokeca-chart.com/sv2a-198-165
81,ウガツホムラex [SV5K 093/071],3150,10780,7630,https://pokeca-chart.com/sv5k-093-071
89,ザマゼンタV [S12a 232/172],1299,8500,7201,https://pokeca-chart.com/s12a-232-172
19,テールナー [s11a 069/068],894,8078,7184,https://pokeca-chart.com/s11a-069-068
58,ヒカリ [M2 106/080],1999,9100,7101,https://pokeca-chart.com/m2-106-080
61,ウネルミナモex [SV5K 094/071],3444,10500,7056,https://pokeca-chart.com/sv5k-094-071
62,ディンルーex [SV2D 094/071],1000,8000,7000,https://pokeca-chart.com/sv2d-094-071
15,モココ [S8b 194/184],899,7588,6689,https://pokeca-chart.com/s8b-194-184
47,ビワ [SV5K 091/071],700,7300,6600,https://pokeca-chart.com/sv5k-091-071
28,ラニュイ [SM8b 160/150],3500,10000,6500,https://pokeca-chart.com/sm8b-160-150
70,シロナのミカルゲ [M2a 208/193],499,6498,5999,https://pokeca-chart.com/m2a-208-193
50,セイジ [SV5M 096/071],1199,7100,5901,https://pokeca-chart.com/sv5m-096-071
96,ハプウ [SM12a 195/173],1300,6999,5699,https://pokeca-chart.com/sm12a-195-173
44,ゲノセクトex [sv11B 172/086],2500,8000,5500,https://pokeca-chart.com/sv11b-172-086
42,バウッツェルex [sv7 129/102],3333,8500,5167,https://pokeca-chart.com/sv7-129-102
97,マツバの確信 [SV5K 092/071],749,399,-350,https://pokeca-chart.com/sv5k-092-071
