rank,name,mint_price,psa10_price,diff,url
47,ラティアス&ラティオスGX [SM9 105/095],389999,865000,475001,https://pokeca-chart.com/sm9-105-095
1,Pikachu with Grey Felt Hat [SVP EN 085],244444,464000,219556,https://pokeca-chart.com/svp-en-085
95,ピカチュウ [001/S-P],59500,210000,150500,https://pokeca-chart.com/001-s-p
3,レッドのピカチュウ [270/SM-P],50000,186000,136000,https://pokeca-chart.com/270-sm-p
6,ゲンガーVMAX [SGG 020/019],232778,360000,127222,https://pokeca-chart.com/sgg-020-019
84,ロケット団のミュウツーex [sv10 125/098],71555,131200,59645,https://pokeca-chart.com/sv10-125-098
89,メイのはげまし [M3 115/080],19999,76389,56390,https://pokeca-chart.com/m3-115-080
71,バンギラスV [S5I 077/070],31666,85000,53334,https://pokeca-chart.com/s5i-077-070
17,ミュウツーV [s10b 074/071],13500,63000,49500,https://pokeca-chart.com/s10b-074-071
61,ヒロシマのピカチュウ [261/SV-P],32000,81167,49167,https://pokeca-chart.com/261-sv-p
53,ゼイユ [SV6 130/101],22000,70933,48933,https://pokeca-chart.com/sv6-130-101
60,ブラッキー☆ [s8a-p 012/025],32303,64722,32419,https://pokeca-chart.com/s8a-p-012-025
87,アルセウスVSTAR [S12a 262/172],15999,48000,32001,https://pokeca-chart.com/s12a-262-172
78,ブラッキー(マスターボールミラー) [sv8a 092/187],16640,44600,27960,https://pokeca-chart.com/sv8a-092-187
23,レシラム&ゼクロムGX [SM11b 064/049],30750,58639,27889,https://pokeca-chart.com/sm11b-064-049
82,メガリザードンXex [M2a 223/193],8614,34839,26225,https://pokeca-chart.com/m2a-223-193
35,メイのはげまし [M3 107/080],2800,28844,26044,https://pokeca-chart.com/m3-107-080
91,スターミーV [S9a 083/067],12000,37750,25750,https://pokeca-chart.com/s9a-083-067
16,ゼラオラV [S6K 074/070],12000,37000,25000,https://pokeca-chart.com/s6k-074-070
99,イーブイ [MC 755/742],61999,85000,23001,https://pokeca-chart.com/mc-755-742
64,メガルカリオex [M1L 088/063],10222,29750,19528,https://pokeca-chart.com/m1l-088-063
43,ロケット団のファイヤーex [sv10 124/098],17000,36433,19433,https://pokeca-chart.com/sv10-124-098
81,サーナイトex [SV4a 348/190],14777,33900,19123,https://pokeca-chart.com/sv4a-348-190
51,イーブイ(マスターボールミラー) [sv8a 125/187],2944,21140,18196,https://pokeca-chart.com/sv8a-125-187
28,ニンフィアVMAX [S8b 232/184],9999,27300,17301,https://pokeca-chart.com/s8b-232-184
100,ピカチュウ [001/SV-P],4613,20840,16227,https://pokeca-chart.com/001-sv-p
21,メガゲンガーex [M2a 230/193],3666,19098,15432,https://pokeca-chart.com/m2a-230-193
77,イーブイ [SV5a 078/066],5000,20000,15000,https://pokeca-chart.com/sv5a-078-066
32,ひかるコイキング [S8a-P 010/025],25555,40500,14945,https://pokeca-chart.com/s8a-p-010-025
59,シロナのガブリアスex [sv9a 091/063],5899,20800,14901,https://pokeca-chart.com/sv9a-091-063
80,オリジンパルキアVSTAR [S12a 259/172],9999,24850,14851,https://pokeca-chart.com/s12a-259-172
5,ガブリアスex [sv3a 085/062],5500,20000,14500,https://pokeca-chart.com/sv3a-085-062
86,カイ [S10P 077/067],6400,20000,13600,https://pokeca-chart.com/s10p-077-067
66,かがやくカメックス [s10b 018/071],900,13300,12400,https://pokeca-chart.com/s10b-018-071
30,ミライドンex [SV1V 102/078],5600,17999,12399,https://pokeca-chart.com/sv1v-102-078
11,アセロラの予感 [S8b 255/184],5999,18298,12299,https://pokeca-chart.com/s8b-255-184
62,いたずら好きのピチュー [214/S-P],3888,16000,12112,https://pokeca-chart.com/214-s-p
52,イーブイex [sv8a 224/187],5694,17800,12106,https://pokeca-chart.com/sv8a-224-187
92,エンテイV [S12a 213/172],3350,14733,11383,https://pokeca-chart.com/s12a-213-172
49,イーブイex [sv8a 223/187],5090,16350,11260,https://pokeca-chart.com/sv8a-223-187
19,ミライドンex [SV1V 106/078],1480,12222,10742,https://pokeca-chart.com/sv1v-106-078
22,メロコ [SV4K 092/066],2100,12800,10700,https://pokeca-chart.com/sv4k-092-066
26,プルメリ [SM3H 057/051],11111,20999,9888,https://pokeca-chart.com/sm3h-057-051
70,コルニの気合い [S5R 079/070],4050,12800,8750,https://pokeca-chart.com/s5r-079-070
33,ボタン [SV1S 100/078],1000,9350,8350,https://pokeca-chart.com/sv1s-100-078
44,おじょうさま [s11 114/100],1888,10000,8112,https://pokeca-chart.com/s11-114-100
41,リーリエのアブリボン [sv9 105/100],1300,9119,7819,https://pokeca-chart.com/sv9-105-100
68,ナナミの手助け [SV2a 198/165],750,8400,7650,https://pokeca-chart.com/sv2a-198-165
93,Nの覚悟 [SM11b 066/049],4999,12500,7501,https://pokeca-chart.com/sm11b-066-049
57,スグリ [sv8a 230/187],1000,8500,7500,https://pokeca-chart.com/sv8a-230-187
39,ヒスイダイケンキVSTAR [S12a 230/172],799,7999,7200,https://pokeca-chart.com/s12a-230-172
54,カミツオロチex [sv7 127/102],2200,8980,6780,https://pokeca-chart.com/sv7-127-102
45,テールナー [s11a 069/068],800,7500,6700,https://pokeca-chart.com/s11a-069-068
97,ヒカリ [M2 106/080],1999,8300,6301,https://pokeca-chart.com/m2-106-080
8,テツノイワオex [SV5M 095/071],1280,7500,6220,https://pokeca-chart.com/sv5m-095-071
73,ネモ [SV4a 343/190],500,6300,5800,https://pokeca-chart.com/sv4a-343-190
55,モモワロウex [sv6a 090/064],1838,7500,5662,https://pokeca-chart.com/sv6a-090-064
75,バウッツェルex [sv7 129/102],2888,8500,5612,https://pokeca-chart.com/sv7-129-102
13,ゲノセクトex [sv11B 172/086],2400,7800,5400,https://pokeca-chart.com/sv11b-172-086
74,マツバの確信 [SV5K 092/071],749,399,-350,https://pokeca-chart.com/sv5k-092-071
