rank,name,mint_price,psa10_price,diff,url
73,ラティアス&ラティオスGX [SM9 105/095],310000,887000,577000,https://pokeca-chart.com/sm9-105-095
15,ピカチュウ&ゼクロムGX [SM9 101/095],250100,630000,379900,https://pokeca-chart.com/sm9-101-095
2,Pikachu with Grey Felt Hat [SVP EN 085],176000,535000,359000,https://pokeca-chart.com/svp-en-085
30,ゲンガー&ミミッキュGX [SM9 103/095],225000,538000,313000,https://pokeca-chart.com/sm9-103-095
1,ピカチュウ [227/S-P],450000,723000,273000,https://pokeca-chart.com/227-s-p
3,ゲンガーVMAX [SGG 020/019],232778,400000,167222,https://pokeca-chart.com/sgg-020-019
39,ピカチュウ [001/S-P],59500,210000,150500,https://pokeca-chart.com/001-s-p
14,かんこうきゃく [SM12a 192/173],99999,247666,147667,https://pokeca-chart.com/sm12a-192-173
27,ミュウex [SV4a 347/190],70185,147500,77315,https://pokeca-chart.com/sv4a-347-190
67,リザードンex [SV2a 201/165],62000,138720,76720,https://pokeca-chart.com/sv2a-201-165
36,_のピカチュウ [S8a 007/025],59518,132900,73382,https://pokeca-chart.com/s8a-007-025
70,ヒロシマのピカチュウ [261/SV-P],32000,80428,48428,https://pokeca-chart.com/261-sv-p
56,ピカチュウ [208/S-P],24939,63500,38561,https://pokeca-chart.com/208-s-p
54,ブラッキー☆ [s8a-p 012/025],32303,68000,35697,https://pokeca-chart.com/s8a-p-012-025
20,メガリザードンXex [M2a 223/193],9316,34988,25672,https://pokeca-chart.com/m2a-223-193
42,ひかるコイキング [S8a-P 010/025],19800,44400,24600,https://pokeca-chart.com/s8a-p-010-025
48,マツバの確信 [SV5K 097/071],5800,29800,24000,https://pokeca-chart.com/sv5k-097-071
98,ブースターV [S6a 073/069],16999,39000,22001,https://pokeca-chart.com/s6a-073-069
43,ピカチュウVMAX [S8b 223/184],18666,40500,21834,https://pokeca-chart.com/s8b-223-184
17,レッド&グリーン [SM12 108/095],8999,30000,21001,https://pokeca-chart.com/sm12-108-095
38,ニンフィアVMAX [S8b 232/184],9999,27300,17301,https://pokeca-chart.com/s8b-232-184
64,エーフィex [sv8a 211/187],9250,25796,16546,https://pokeca-chart.com/sv8a-211-187
6,ガブリアスex [sv3a 085/062],4555,20000,15445,https://pokeca-chart.com/sv3a-085-062
59,マリィのオーロンゲex [M2a 243/193],5092,19516,14424,https://pokeca-chart.com/m2a-243-193
41,オリジンディアルガVSTAR [S12a 260/172],10078,24250,14172,https://pokeca-chart.com/s12a-260-172
65,カリンの信念 [S5a 081/070],2140,14522,12382,https://pokeca-chart.com/s5a-081-070
18,ゼラオラVSTAR [S12a 220/172],3250,15267,12017,https://pokeca-chart.com/s12a-220-172
63,コルニの気合い [S5R 079/070],4100,15720,11620,https://pokeca-chart.com/s5r-079-070
51,イーブイex [sv8a 224/187],4999,16000,11001,https://pokeca-chart.com/sv8a-224-187
5,シャワーズ(マスターボールミラー) [sv8a 030/187],2800,12999,10199,https://pokeca-chart.com/sv8a-030-187
95,Nの覚悟 [SM11b 066/049],4999,15000,10001,https://pokeca-chart.com/sm11b-066-049
16,グレイシア(マスターボールミラー) [sv8a 040/187],3600,12500,8900,https://pokeca-chart.com/sv8a-040-187
88,ゼイユ [SV6 123/101],2100,10900,8800,https://pokeca-chart.com/sv6-123-101
23,イーユイex [SV2D 092/071],3378,11999,8621,https://pokeca-chart.com/sv2d-092-071
19,ナナミの手助け [SV2a 198/165],750,8400,7650,https://pokeca-chart.com/sv2a-198-165
44,スグリ [sv8a 230/187],1100,8500,7400,https://pokeca-chart.com/sv8a-230-187
45,チルタリス [s11a 074/068],1222,8296,7074,https://pokeca-chart.com/s11a-074-068
35,カミツオロチex [sv7 127/102],2200,8980,6780,https://pokeca-chart.com/sv7-127-102
55,テツノイサハex [SV5M 093/071],2290,9000,6710,https://pokeca-chart.com/sv5m-093-071
99,ヒカリ [M2 106/080],1999,8580,6581,https://pokeca-chart.com/m2-106-080
7,モモワロウex [sv6a 090/064],1800,7500,5700,https://pokeca-chart.com/sv6a-090-064
11,グソクムシャex [SV4K 088/066],2465,7300,4835,https://pokeca-chart.com/sv4k-088-066
8,オーガポンかまどのめんex [SV6 126/101],849,4900,4051,https://pokeca-chart.com/sv6-126-101
10,ロケット団のミュウツーex [sv10 130/098],12000,16000,4000,https://pokeca-chart.com/sv10-130-098
81,マツバの確信 [SV5K 092/071],749,399,-350,https://pokeca-chart.com/sv5k-092-071
