rank,name,mint_price,psa10_price,diff,url
89,ブラッキーVMAX [S6a 095/069],490000,865483,375483,https://pokeca-chart.com/s6a-095-069
11,Pikachu with Grey Felt Hat [SVP EN 085],187777,520000,332223,https://pokeca-chart.com/svp-en-085
1,ミュウツー&ミュウGX [SM11 098/094],277777,580000,302223,https://pokeca-chart.com/sm11-098-094
12,メガリザードンXex [M2 116/080],295000,589950,294950,https://pokeca-chart.com/m2-116-080
23,レックウザV [S7R 076/067],158000,363625,205625,https://pokeca-chart.com/s7r-076-067
21,リザードン [S8a-P 001/025],89999,166833,76834,https://pokeca-chart.com/s8a-p-001-025
96,リザードンex [SV2a 201/165],69436,142900,73464,https://pokeca-chart.com/sv2a-201-165
48,メガジガルデex [M3 117/080],30000,97000,67000,https://pokeca-chart.com/m3-117-080
41,ゼクロムex [sv11B 174/086],69999,131250,61251,https://pokeca-chart.com/sv11b-174-086
40,ピカチュウ [S12a 205/172],47638,103819,56181,https://pokeca-chart.com/s12a-205-172
76,ピカチュウ [SV4a 236/190],10200,65404,55204,https://pokeca-chart.com/sv4a-236-190
4,リザードンV [s9 103/100],33999,83000,49001,https://pokeca-chart.com/s9-103-100
20,レッドの挑戦 [SM12a 201/173],30000,79000,49000,https://pokeca-chart.com/sm12a-201-173
93,ミュウツーV [s10b 074/071],16500,65000,48500,https://pokeca-chart.com/s10b-074-071
56,トウホクのピカチュウ [260/SV-P],18888,65987,47099,https://pokeca-chart.com/260-sv-p
82,名探偵ピカチュウ [098/SV-P],33567,78000,44433,https://pokeca-chart.com/098-sv-p
100,ピカチュウ [208/S-P],25111,69440,44329,https://pokeca-chart.com/208-s-p
70,ブルーの探索 [SM9b 061/054],21000,62700,41700,https://pokeca-chart.com/sm9b-061-054
72,レシラムex [sv11W 174/086],85000,126200,41200,https://pokeca-chart.com/sv11w-174-086
60,メガカイリューex [M2a 246/193],41500,79900,38400,https://pokeca-chart.com/m2a-246-193
26,エーフィVMAX [189/S-P],56300,90300,34000,https://pokeca-chart.com/189-s-p
94,エーフィV [S6a 081/069],20000,54000,34000,https://pokeca-chart.com/s6a-081-069
36,ピカチュウex [sv8a 236/187],12000,44643,32643,https://pokeca-chart.com/sv8a-236-187
32,アルセウスVSTAR [S12a 262/172],15000,46500,31500,https://pokeca-chart.com/s12a-262-172
46,チラチーノex [M4 117/083],4765,36000,31235,https://pokeca-chart.com/m4-117-083
43,ミュウツーVSTAR [S12a 221/172],17600,48720,31120,https://pokeca-chart.com/s12a-221-172
39,ブラッキーVMAX [S8b 245/184],9000,37975,28975,https://pokeca-chart.com/s8b-245-184
58,ニンフィアV [S6a 083/069],20478,49444,28966,https://pokeca-chart.com/s6a-083-069
55,ブラッキー(マスターボールミラー) [sv8a 092/187],17000,43583,26583,https://pokeca-chart.com/sv8a-092-187
49,エリカの招待 [SV2a 206/165],8000,34350,26350,https://pokeca-chart.com/sv2a-206-165
83,ダークライVSTAR [S12a 228/172],6899,31306,24407,https://pokeca-chart.com/s12a-228-172
42,メイのはげまし [M3 107/080],2599,26666,24067,https://pokeca-chart.com/m3-107-080
2,かがやくリザードン [s10b 011/071],4674,28146,23472,https://pokeca-chart.com/s10b-011-071
67,ニャースex [M3 114/080],12800,36000,23200,https://pokeca-chart.com/m3-114-080
90,ナツメの暗示 [SM9 109/095],7988,30000,22012,https://pokeca-chart.com/sm9-109-095
